forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἐτέθησαν,5087,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram colocado,"eles(as) foram colocado, foram nomeado, foram estabelecido",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'foram colocado'.,Revisar o numero do particpio; provavel forma plural: 'colocados'.
ὑψωθήσῃ,5312,V-FIP-2S,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Singular,serás elevado,"tu serás elevado, serás exaltado, serás elevado alto",passiva_a_confirmar,revisar,"'V-FIP-2S' e passiva, porem a passiva nao esta explicita em 'serás elevado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ὑψωθῆναι,5312,V-ANP,Verbo - Aoristo Infinitivo Passiva,elevar,"elevar, exaltar, elevar alto",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'elevar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
φανῶσιν,5316,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam mostrado,"eles(as) sejam mostrado, sejam feito aparecer, sejam aparecido, sejam brilhado, sejam manifestado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejam mostrado'.,Revisar o numero do particpio; provavel forma plural: 'mostrados'.
φανερωθῆναι,5319,V-ANP,Verbo - Aoristo Infinitivo Passiva,tornar manifesto,"tornar manifesto, revelar, dar a conhecer, mostrar abertamente.",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'tornar manifesto'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
Φιμώθητι,5392,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és silenciado,"tu és silenciado, és amordaçado",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'és silenciado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
χωρίζεσθαι,5563,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,separar,"separar, dividir, partir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'separar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ὠφεληθῇς,5623,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas beneficiado,"tu sejas beneficiado, sejas lucrado, sejas ajudado",passiva_a_confirmar,revisar,"'V-ASP-2S' e passiva, porem a passiva nao esta explicita em 'sejas beneficiado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀγαλλιαθῆναι,21,V-ANP,Verbo - Aoristo Infinitivo Passiva,regozijar muito,"regozijar muito, exultar, ficar extremamente feliz.",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'regozijar muito'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀγαπηθήσεται,25,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será amado,ele(a) será amado,passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será amado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἡγιάσθητε,37,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes santificado,"vós fostes santificado, fostes tornado santo, fostes consagrado, fostes separado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'fostes santificado'.,Revisar o numero do particpio; provavel forma plural: 'santificados'.
ἁγνίσθητι,48,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és purificado,"tu és purificado, és limpado, és santificado",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'és purificado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἠγοράσθησαν,59,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram comprado,"eles(as) foram comprado, foram resgatado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'foram comprado'.,Revisar o numero do particpio; provavel forma plural: 'comprados'.
ἀρθήτω,142,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é levantado,"ele(a) é levantado, é retirado, é levado embora.",passiva_a_confirmar,revisar,"'V-AMP-3S' e passiva, porem a passiva nao esta explicita em 'é levantado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀρθῶσιν,142,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam levantado,"eles(as) sejam levantado, sejam retirado, sejam levado embora.",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejam levantado'.,Revisar o numero do particpio; provavel forma plural: 'levantados'.
αἰσχυνθῶμεν,153,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos envergonhado,"nós sejamos envergonhado, sejamos desonrado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejamos envergonhado'.,Revisar o numero do particpio; provavel forma plural: 'envergonhados'.
αἰχμαλωτισθήσονται,163,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão capturado,"eles(as) serão capturado, serão levado cativo",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão capturado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀκουσθήσεται,191,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será ouvido,"ele(a) será ouvido, será entendido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será ouvido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀλλαγήσονται,236,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão mudado,"eles(as) serão mudado, serão trocado, serão transformado",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão mudado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀναγνωσθῆναι,314,V-ANP,Verbo - Aoristo Infinitivo Passiva,ler,"ler, reconhecer, saber de novo",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'ler'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀνήχθησαν,321,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram liderado,"eles(as) foram liderado, foram trazido, foram zarpado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'foram liderado'.,Revisar o numero do particpio; provavel forma plural: 'liderados'.
ἀναιρεῖσθαι,337,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,ocupar,"ocupar, matar, abolir, destruir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'ocupar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀνακλιθῆναι,347,V-ANP,Verbo - Aoristo Infinitivo Passiva,reclinar,"reclinar, deitar, recostar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'reclinar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀνακλῖναι,347,V-ANP,Verbo - Aoristo Infinitivo Passiva,reclinar,"reclinar, deitar, recostar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'reclinar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀναλωθῆτε,355,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais consumido,"vós sejais consumido, sejais gastado, sejais esgotado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejais consumido'.,Revisar o numero do particpio; provavel forma plural: 'consumidos'.
ἀνανεοῦσθαι,365,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,renovar,"renovar, fazer novo novamente",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'renovar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀναπαήσονται,373,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão descansado,"eles(as) serão descansado, serão refrescado, serão dado descanso",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão descansado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀναφαίνεσθαι,398,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,aparecer,"aparecer, manifestar, mostrar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'aparecer'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀνετάζεσθαι,426,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,examinar,"examinar, questionar, investigar minuciosamente.",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'examinar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀνεῳχθῆναι,455,V-ANP,Verbo - Aoristo Infinitivo Passiva,abrir,abrir,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'abrir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀνοιγῶσιν,455,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam aberto,eles(as) sejam aberto,concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejam aberto'.,Revisar o numero do particpio; provavel forma plural: 'abertos'.
ἀνταποκριθῆναι,470,V-ANP,Verbo - Aoristo Infinitivo Passiva,responder de volta,"responder de volta, responder em troca",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'responder de volta'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀντιλαμβάνεσθαι,482,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,ajudar,"ajudar, apoiar, tomar posse",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'ajudar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀντιμετρηθήσεται,488,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será medido em troca,"ele(a) será medido em troca, será recompensado, será retribuído.",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será medido em troca'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀξιωθήσεται,515,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será considerado digno,"ele(a) será considerado digno, será considerado merecedor",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será considerado digno'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀπαχθῆναι,520,V-ANP,Verbo - Aoristo Infinitivo Passiva,levar embora,"levar embora, tirar",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'levar embora'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀπαλλάσσεσθαι,525,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,remover,"remover, libertar, partir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'remover'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀπαρνηθήσεται,533,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será negado,"ele(a) será negado, será renegado, será renunciado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será negado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποκατασταθῶ,600,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas restaurado,"tu sejas restaurado, sejas restabelecido, sejas retornado ao estado anterior.",passiva_a_confirmar,revisar,"'V-ASP-2S' e passiva, porem a passiva nao esta explicita em 'sejas restaurado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποκαλυφθῶσιν,601,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam revelado,"eles(as) sejam revelado, sejam descoberto",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejam revelado'.,Revisar o numero do particpio; provavel forma plural: 'revelados'.
ἀποκαλύπτεσθαι,601,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,revelar,"revelar, descobrir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'revelar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀποκρίνεσθαι,611,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,responder,responder,media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'responder'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀποκριθῆναι,611,V-ANP,Verbo - Aoristo Infinitivo Passiva,responder,responder,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'responder'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀποκριθῶσιν,611,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam respondido,eles(as) sejam respondido,concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejam respondido'.,Revisar o numero do particpio; provavel forma plural: 'respondidos'.
ἀποκτέννεσθαι,615,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,matar,"matar, assassinar, condenar à morte",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'matar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀποκτανθῶσιν,615,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam matado,"eles(as) sejam matado, sejam assassinado, sejam condenado à morte",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejam matado'.,Revisar o numero do particpio; provavel forma plural: 'matados'.
ἀπολογηθῆναι,626,V-ANP,Verbo - Aoristo Infinitivo Passiva,defender,"defender, fazer uma defesa, prestar contas",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'defender'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀπελύθησαν,630,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram liberado,"eles(as) foram liberado, foram despedido, foram mandado embora, foram divorciado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'foram liberado'.,Revisar o numero do particpio; provavel forma plural: 'liberados'.
ἀπολυθήσεσθε,630,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis liberado,"vós sereis liberado, sereis despedido, sereis mandado embora, sereis divorciado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sereis liberado'.,Revisar o numero do particpio; provavel forma plural: 'liberados'.
ἀπολυθῆτε,630,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais liberado,"vós sejais liberado, sejais despedido, sejais mandado embora, sejais divorciado",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejais liberado'.,Revisar o numero do particpio; provavel forma plural: 'liberados'.
ἀπεπλανήθησαν,635,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram desviado,"eles(as) foram desviado, foram enganado, foram feito vagar",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'foram desviado'.,Revisar o numero do particpio; provavel forma plural: 'desviados'.
ἀπεστράφησάν,654,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,deram as costas,"eles(as) deram as costas, afastaram-se",passiva_a_confirmar,revisar,"'V-AIP-3P' e passiva, porem a passiva nao esta explicita em 'deram as costas'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποστραφῇς,654,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,dês as costas,"tu dês as costas, te afastes",passiva_a_confirmar,revisar,"'V-ASP-2S' e passiva, porem a passiva nao esta explicita em 'dês as costas'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀπενεχθῆναι,667,V-ANP,Verbo - Aoristo Infinitivo Passiva,levar embora,"levar embora, remover",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'levar embora'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποφθέγγεσθαι,669,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, declarar ou proferir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'falar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀποχωρισθῆναι,673,V-ANP,Verbo - Aoristo Infinitivo Passiva,separar,"separar, partir",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'separar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀρκεσθησόμεθα,714,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos sido suficiente,"nós seremos sido suficiente, seremos estado contente, seremos estado satisfeito",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'seremos sido'.,Revisar o numero do particpio; provavel forma plural: 'sidos'.
ἀρκεσθησόμεθα,714,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos sido suficiente,"nós seremos sido suficiente, seremos estado contente, seremos estado satisfeito",construao_inadequada,alta,Construo inadequada: 'seremos sido'.,"Reescrever com forma idiomatica, por exemplo 'seremos capazes' ou 'poderemos'."
ἀρνεῖσθαι,720,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,negar,"negar, renegar, rejeitar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'negar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἁρπαγησόμεθα,726,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos apreendido,"nós seremos apreendido, seremos arrebatado, seremos tirado à força",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'seremos apreendido'.,Revisar o numero do particpio; provavel forma plural: 'apreendidos'.
ἀρτυθήσεται,741,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será temperado,"ele(a) será temperado, será preparado, será arranjado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será temperado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀσπάζεσθαι,782,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,saudar,"saudar, abraçar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'saudar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀσφαλισθῆναι,805,V-ANP,Verbo - Aoristo Infinitivo Passiva,proteger,"proteger, tornar seguro, prender",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'proteger'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀτιμάζεσθαι,818,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,desonrar,"desonrar, tratar vergonhosamente, desprezar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'desonrar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀτιμασθῆναι,818,V-ANP,Verbo - Aoristo Infinitivo Passiva,desonrar,"desonrar, tratar vergonhosamente, desprezar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'desonrar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
αὐξηθῆτε,837,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais crescido,"vós sejais crescido, sejais aumentado, sejais tornado maior",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejais crescido'.,Revisar o numero do particpio; provavel forma plural: 'crescidos'.
ἀφαιρεθήσεται,851,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será tirado,"ele(a) será tirado, será retirado, será cortado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será tirado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀφεῖναι,863,V-ANP,Verbo - Aoristo Infinitivo Passiva,mandar embora,"mandar embora, partir, perdoar, permitir, abandonar",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'mandar embora'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βληθήσεται,906,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será lançado(a),"ele(a) será lançado, será colocado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será lançado(a)'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βληθήσῃ,906,V-FIP-2S,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Singular,serás lançado(a),"tu serás lançado, serás colocado",passiva_a_confirmar,revisar,"'V-FIP-2S' e passiva, porem a passiva nao esta explicita em 'serás lançado(a)'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βαπτισθήτω,907,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é batizado,"ele(a) é batizado, é imergido, é mergulhado",passiva_a_confirmar,revisar,"'V-AMP-3S' e passiva, porem a passiva nao esta explicita em 'é batizado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βαρηθῶσιν,916,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam pesado,"eles(as) sejam pesado, sejam sobrecarregado, sejam oprimido",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'sejam pesado'.,Revisar o numero do particpio; provavel forma plural: 'pesados'.
ἐβαρήθημεν,916,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos pesado,"nós fomos pesado, fomos sobrecarregado, fomos oprimido",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'fomos pesado'.,Revisar o numero do particpio; provavel forma plural: 'pesados'.
βασανισθήσεται,928,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será atormentado,"ele(a) será atormentado, será torturado, será irritado, será angustiado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será atormentado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βαστάζεσθαι,941,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,suportar,"suportar, carregar, apoiar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'suportar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
βεβαιοῦσθαι,950,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,confirmar,"confirmar, estabelecer, tornar firme, seguro",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'confirmar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
βλασφημηθήσεται,987,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será blasfemado,"ele(a) será blasfemado, será falado mal, será caluniado, será injuriado.",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será blasfemado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐβουλήθη,1014,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,desejou,"ele(a) quis, desejou, pretendeu",passiva_a_confirmar,revisar,"'V-AIP-3S' e passiva, porem a passiva nao esta explicita em 'desejou'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
βυθίζεσθαι,1036,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,afundar,"afundar, mergulhar, submergir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'afundar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
γαμηθῆναι,1060,V-ANP,Verbo - Aoristo Infinitivo Passiva,casar,casar,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'casar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
γεμίζεσθαι,1072,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,preencher,"preencher, ser preenchido, carregar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'preencher'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
γεγεννήμεθα,1080,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos gerado,"nós fomos gerado, fomos dado à luz, fomos produzido.",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'fomos gerado'.,Revisar o numero do particpio; provavel forma plural: 'gerados'.
ἐγεννήθημεν,1080,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos gerado,"nós fomos gerado, fomos dado à luz, fomos produzido.",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'fomos gerado'.,Revisar o numero do particpio; provavel forma plural: 'gerados'.
