forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
ἐνευλογηθήσονται,1757,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão abençoados,eles(as) serão abençoados,passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão abençoados'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐντελεῖται,1781,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será ordenado,"ele(a) será comandado, será ordenado, será cobrado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será ordenado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐπαισχυνθήσεται,1870,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será envergonhado(a),ele(a) será envergonhado(a),passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será envergonhado(a)'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἰᾶσθαι,2390,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,curar,"curar, restaurar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'curar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
κληθήσονται,2564,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão chamados,"eles(as) serão chamados, serão nomeados, serão convidados",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão chamados'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
κληθήσῃ,2564,V-FIP-2S,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Singular,serás chamado,"tu serás chamado, serás nomeado, serás convidado",passiva_a_confirmar,revisar,"'V-FIP-2S' e passiva, porem a passiva nao esta explicita em 'serás chamado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
κληθῇς,2564,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas chamado,"tu sejas chamado, sejas nomeado, sejas convidado",passiva_a_confirmar,revisar,"'V-ASP-2S' e passiva, porem a passiva nao esta explicita em 'sejas chamado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
καταργηθήσεται,2673,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será abolido,"ele(a) será abolido, será anulado, será tornado ineficaz, será posto fim",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será abolido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
κηρυχθήσεται,2784,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será proclamado,"ele(a) será proclamado, será pregado, será anunciado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será proclamado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
κηρυχθῆναι,2784,V-ANP,Verbo - Aoristo Infinitivo Passiva,proclamar,"proclamar, pregar, anunciar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'proclamar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
κοιμηθέντας,2837,V-APP-AMP,Verbo - Aoristo Particípio Passiva - Acusativo Masculino Plural,tendo adormecido,"dormindo, tendo adormecido, morrendo",passiva_a_confirmar,revisar,"'V-APP-AMP' e passiva, porem a passiva nao esta explicita em 'tendo adormecido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐκοιμήθη,2837,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,adormeceu,"ele(a) dormiu, adormeceu, morreu",passiva_a_confirmar,revisar,"'V-AIP-3S' e passiva, porem a passiva nao esta explicita em 'adormeceu'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἐκοιμήθησαν,2837,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,adormeceram,"eles(as) dormiram, adormeceram, morreram",passiva_a_confirmar,revisar,"'V-AIP-3P' e passiva, porem a passiva nao esta explicita em 'adormeceram'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
κρυβῆναι,2928,V-ANP,Verbo - Aoristo Infinitivo Passiva,esconder,"esconder, manter segredo",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'esconder'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
κτᾶσθαι,2932,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,adquirir,"adquirir, obter, possuir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'adquirir'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
λαληθῆναι,2980,V-ANP,Verbo - Aoristo Infinitivo Passiva,falar,"falar, proferir",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'falar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
λογισθῆναι,3049,V-ANP,Verbo - Aoristo Infinitivo Passiva,calcular,"calcular, considerar, contabilizar, pensar, imputar.",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'calcular'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἐλυπήθησαν,3076,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,lamentaram,"eles(as) lamentaram, foram angustiados",passiva_a_confirmar,revisar,"'V-AIP-3P' e passiva, porem a passiva nao esta explicita em 'lamentaram'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
λυθήσεται,3089,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será solto,"ele(a) será solto, será liberado, será dissolvido, será quebrado, será destruído",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será solto'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
μετρηθήσεται,3354,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será medido,"ele(a) será medido, será estimado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será medido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
μιμεῖσθαι,3401,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,imitar,"imitar, seguir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'imitar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
μνήσθητί,3403,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és lembrado,"tu és lembrado, és estado atento",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'és lembrado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
παραδοθῆναι,3860,V-ANP,Verbo - Aoristo Infinitivo Passiva,entregar,"entregar, trair, confiar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'entregar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
παραλημφθήσεται,3880,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será levado,"ele(a) será levado, será recebido, será levado junto, será aceitado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será levado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
περισσευθήσεται,4052,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,terá em sobra,ele(a) terá em sobra,passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'terá em sobra'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
πλανῆσαι,4105,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,desviar,"desviar, sair do caminho",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'desviar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἐπλανήθησαν,4105,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram desviado,"eles(as) foram desviado, foram saido do caminho",concordancia_participio,alta,Auxiliar plural com particpio aparentemente singular: 'foram desviado'.,Revisar o numero do particpio; provavel forma plural: 'desviados'.
πληρωθῆναι,4137,V-ANP,Verbo - Aoristo Infinitivo Passiva,preencher,"preencher, completar, cumprir",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'preencher'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
πορευθῆναι,4198,V-ANP,Verbo - Aoristo Infinitivo Passiva,ir,"ir, prosseguir, viajar",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'ir'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
πορευθῶ,4198,V-ASP-1S,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Singular,vá,"eu vá, prossiga, viaje",passiva_a_confirmar,revisar,"'V-ASP-1S' e passiva, porem a passiva nao esta explicita em 'vá'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
προπεμφθῆναι,4311,V-ANP,Verbo - Aoristo Infinitivo Passiva,enviar,"enviar, acompanhar, escoltar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'enviar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
προσκολληθήσεται,4347,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será unido estreitamente,"ele(a) será unido estreitamente, será apegado, será aderido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será unido estreitamente'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σαλευθῆναι,4531,V-ANP,Verbo - Aoristo Infinitivo Passiva,sacudir,"sacudir, mover, perturbar, ficar inquieto",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'sacudir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
σκανδαλισθήσεσθε,4624,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,tropeçareis,"vós tropeçareis, sereis ofendidos, se escandalizarão",passiva_a_confirmar,revisar,"'V-FIP-2P' e passiva, porem a passiva nao esta explicita em 'tropeçareis'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σκανδαλισθῇ,4624,V-ASP-3S,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Singular,tropece,"ele(a) tropece, seja ofendido, se escandalize",passiva_a_confirmar,revisar,"'V-ASP-3S' e passiva, porem a passiva nao esta explicita em 'tropece'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
σκοτισθήσεται,4654,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será escurecido,"ele(a) será escurecido, será obscurecido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será escurecido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
Σταυρωθήτω,4717,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é crucificado,ele(a) é crucificado,passiva_a_confirmar,revisar,"'V-AMP-3S' e passiva, porem a passiva nao esta explicita em 'é crucificado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
συναχθήσονται,4863,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão reunidos,eles(as) serão reunidos,passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão reunidos'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
συναχθῆναι,4863,V-ANP,Verbo - Aoristo Infinitivo Passiva,reunir,reunir,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'reunir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
συνθλασθήσεται,4917,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será esmagado,"ele(a) será esmagado, será quebrado, será quebrado em pedaços.",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será esmagado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
συντελεῖσθαι,4931,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,completar,"completar, realizar, pôr fim",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'completar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ὑψωθήσῃ,5312,V-FIP-2S,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Singular,serás elevado,"tu serás elevado, serás exaltado, serás elevado alto",passiva_a_confirmar,revisar,"'V-FIP-2S' e passiva, porem a passiva nao esta explicita em 'serás elevado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ὑψωθῆναι,5312,V-ANP,Verbo - Aoristo Infinitivo Passiva,elevar,"elevar, exaltar, elevar alto",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'elevar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
φανερωθῆναι,5319,V-ANP,Verbo - Aoristo Infinitivo Passiva,tornar manifesto,"tornar manifesto, revelar, dar a conhecer, mostrar abertamente.",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'tornar manifesto'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
Φιμώθητι,5392,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és silenciado,"tu és silenciado, és amordaçado",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'és silenciado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ὠφεληθῇς,5623,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas beneficiado,"tu sejas beneficiado, sejas lucrado, sejas ajudado",passiva_a_confirmar,revisar,"'V-ASP-2S' e passiva, porem a passiva nao esta explicita em 'sejas beneficiado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀγαπηθήσεται,25,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será amado,ele(a) será amado,passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será amado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἁγνίσθητι,48,V-AMP-2S,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Singular,és purificado,"tu és purificado, és limpado, és santificado",passiva_a_confirmar,revisar,"'V-AMP-2S' e passiva, porem a passiva nao esta explicita em 'és purificado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀρθήτω,142,V-AMP-3S,Verbo - Aoristo Imperativo Passiva - 3ª Pessoa Singular,é levantado,"ele(a) é levantado, é retirado, é levado embora.",passiva_a_confirmar,revisar,"'V-AMP-3S' e passiva, porem a passiva nao esta explicita em 'é levantado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
αἰχμαλωτισθήσονται,163,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão capturados,"eles(as) serão capturados, serão levados cativos",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão capturados'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀκουσθήσεται,191,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será ouvido,"ele(a) será ouvido, será entendido",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será ouvido'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀλλαγήσονται,236,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão mudados,"eles(as) serão mudados, serão trocados, serão transformados",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão mudados'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀναγνωσθῆναι,314,V-ANP,Verbo - Aoristo Infinitivo Passiva,ler,"ler, reconhecer, saber de novo",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'ler'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀναιρεῖσθαι,337,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,ocupar,"ocupar, matar, abolir, destruir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'ocupar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀνακλιθῆναι,347,V-ANP,Verbo - Aoristo Infinitivo Passiva,reclinar,"reclinar, deitar, recostar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'reclinar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀνακλῖναι,347,V-ANP,Verbo - Aoristo Infinitivo Passiva,reclinar,"reclinar, deitar, recostar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'reclinar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀνανεοῦσθαι,365,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,renovar,"renovar, fazer novo novamente",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'renovar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀναπαήσονται,373,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão descansado,"eles(as) serão descansado, serão refrescado, serão dado descanso",passiva_a_confirmar,revisar,"'V-FIP-3P' e passiva, porem a passiva nao esta explicita em 'serão descansado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀναφαίνεσθαι,398,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,aparecer,"aparecer, manifestar, mostrar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'aparecer'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀνεῳχθῆναι,455,V-ANP,Verbo - Aoristo Infinitivo Passiva,abrir,abrir,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'abrir'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀνταποκριθῆναι,470,V-ANP,Verbo - Aoristo Infinitivo Passiva,responder de volta,"responder de volta, responder em troca",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'responder de volta'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀντιλαμβάνεσθαι,482,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,ajudar,"ajudar, apoiar, tomar posse",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'ajudar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀντιμετρηθήσεται,488,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será medido em troca,"ele(a) será medido em troca, será recompensado, será retribuído.",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será medido em troca'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀξιωθήσεται,515,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será considerado digno,"ele(a) será considerado digno, será considerado merecedor",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será considerado digno'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀπαχθῆναι,520,V-ANP,Verbo - Aoristo Infinitivo Passiva,levar embora,"levar embora, tirar",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'levar embora'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀπαλλάσσεσθαι,525,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,remover,"remover, libertar, partir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'remover'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀπαρνηθήσεται,533,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será negado,"ele(a) será negado, será renegado, será renunciado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será negado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποκατασταθῶ,600,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,sejas restaurado,"tu sejas restaurado, sejas restabelecido, sejas retornado ao estado anterior.",passiva_a_confirmar,revisar,"'V-ASP-2S' e passiva, porem a passiva nao esta explicita em 'sejas restaurado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποκρίνεσθαι,611,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,responder,responder,media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'responder'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀποκριθῆναι,611,V-ANP,Verbo - Aoristo Infinitivo Passiva,responder,responder,passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'responder'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀποκτέννεσθαι,615,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,matar,"matar, assassinar, condenar à morte",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'matar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀπολογηθῆναι,626,V-ANP,Verbo - Aoristo Infinitivo Passiva,defender,"defender, fazer uma defesa, prestar contas",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'defender'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀπεστράφησάν,654,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,deram as costas,"eles(as) deram as costas, afastaram-se",passiva_a_confirmar,revisar,"'V-AIP-3P' e passiva, porem a passiva nao esta explicita em 'deram as costas'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποστραφῇς,654,V-ASP-2S,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Singular,dês as costas,"tu dês as costas, te afastes",passiva_a_confirmar,revisar,"'V-ASP-2S' e passiva, porem a passiva nao esta explicita em 'dês as costas'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀπενεχθῆναι,667,V-ANP,Verbo - Aoristo Infinitivo Passiva,levar embora,"levar embora, remover",passiva_a_confirmar,revisar,"'V-ANP' e passiva, porem a passiva nao esta explicita em 'levar embora'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀποφθέγγεσθαι,669,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,falar,"falar, declarar ou proferir",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'falar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀποχωρισθῆναι,673,V-ANP,Verbo - Aoristo Infinitivo Passiva,separar,"separar, partir",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'separar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀρκεσθησόμεθα,714,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,estaremos satisfeitos,"nós estaremos contentes, satisfeitos",passiva_a_confirmar,revisar,"'V-FIP-1P' e passiva, porem a passiva nao esta explicita em 'estaremos satisfeitos'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀρτυθήσεται,741,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será temperado,"ele(a) será temperado, será preparado, será arranjado",passiva_a_confirmar,revisar,"'V-FIP-3S' e passiva, porem a passiva nao esta explicita em 'será temperado'.","Confirmar se a glossa pretende particpio isolado, adjetivo verbal ou construao passiva completa."
ἀσπάζεσθαι,782,V-PNM/P,Verbo - Presente Infinitivo Média ou Passiva,saudar,"saudar, abraçar",media_passiva_ambigua,revisar,'V-PNM/P' e media ou passiva e 'pt' e infinitivo ativo: 'saudar'.,"Decidir pelo contexto entre leitura media/reflexiva, passiva ou ativa idiomatica; nao corrigir automaticamente."
ἀσφαλισθῆναι,805,V-ANP,Verbo - Aoristo Infinitivo Passiva,proteger,"proteger, tornar seguro, prender",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'proteger'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
ἀτιμασθῆναι,818,V-ANP,Verbo - Aoristo Infinitivo Passiva,desonrar,"desonrar, tratar vergonhosamente, desprezar",passiva_sem_marca,alta,"'V-ANP' e passiva, mas 'pt' esta em infinitivo ativo: 'desonrar'.","Revisar para uma forma passiva adequada, por exemplo 'ser + particpio', quando o contexto nao exigir outra soluao."
