forma_grega,strongs,abrev_morf,morfologia,pt,traducao,tipo,prioridade,achado,sugestao
βαπτισθήσεσθε,907,V-FIP-2P,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Plural,sereis submergidos,"vós sereis submergidos, sereis batizados",passiva_a_confirmar,revisar,"'V-FIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sereis submergidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐβαπτίσθητε,907,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes submergidos,"vós fostes submergidos, fostes batizados",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes submergidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐγερθήσονται,1453,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão levantados,"eles(as) serão levantados, serão despertados",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão levantados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
παρεδόθη,3860,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,foi entregue,"ele(a) foi entregue, foi confiado, foi transmitido",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'foi entregue'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐσώθη,4982,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,foi salvo(a),ele(a) foi salvo(a),passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'foi salvo(a)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἀναχθέντες,321,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido conduzidos,tendo sido conduzidos,passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido conduzidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐβλήθησαν,906,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram lançados(as),"eles(as) foram lançados, colocados, deitados",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram lançados(as)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐβαπτίσθημεν,907,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos submergidos,"nós fomos submergidos, fomos batizados",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos submergidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐγεννήθησαν,1080,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram gerados,"eles(as) foram gerados, nasceram, foram produzidos",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram gerados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐδιδάχθητε,1321,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes ensinados,vós fostes ensinados,passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes ensinados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
δοθείσης,1325,V-APP-GFS,Verbo - Aoristo Particípio Passiva - Genitivo Feminino Singular,tendo sido dada,da tendo sido dada,passiva_a_confirmar,revisar,"'V-APP-GFS' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido dada'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
δικαιωθέντες,1344,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido justificados,"tendo sido justificados, tornados justos ou inocentes",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido justificados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἠδυνήθησαν,1410,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram capazes,"eles(as) puderam, foram capazes, conseguiram",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram capazes'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπιστραφεὶς,1994,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,voltado-se,"tendo se voltado, virando para trás",passiva_a_confirmar,revisar,"'V-APP-NMS' é passiva, mas a tradução não explicita claramente a passiva: 'voltado-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκαθαρίσθη,2511,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,foi limpo(a),"ele(a) foi limpo, foi purificado",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'foi limpo(a)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κληθῆναι,2564,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser chamado,"ser chamado, ser nomeado",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser chamado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταλυθήσεται,2647,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será destruído,"ele(a) será destruído, será dissolvido, será derrubado, será abolido",passiva_a_confirmar,revisar,"'V-FIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'será destruído'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κριθῆναι,2919,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser julgado,"ser julgado, ser condenado, ser punido",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser julgado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κριθῆτε,2919,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais julgados,"vós sejais julgados, sejais condenados, sejais punidos",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais julgados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐλυπήθητε,3076,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes angustiados,vós fostes angustiados,passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes angustiados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
λυθῆναι,3089,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser solto,"ser solto, liberado, dissolvido, quebrado, destruído",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser solto'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
μνησθῆναι,3403,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser lembrado(a),"lembrar, estar atento",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser lembrado(a)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ὁμοιωθήσεται,3666,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será semelhante,"ele(a) será semelhante, será comparado",passiva_a_confirmar,revisar,"'V-FIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'será semelhante'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ὡμοιώθη,3666,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,foi semelhante,"ele(a) foi semelhante, foi comparado",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'foi semelhante'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ὠργίσθη,3710,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,estava com raiva,"ele(a) estava com raiva, foi provocado a raiva",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'estava com raiva'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
παραδοθήσεται,3860,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será entregue,"ele(a) será entregue, será confiado, será transmitido",passiva_a_confirmar,revisar,"'V-FIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'será entregue'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πραθῆναι,4097,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser vendido,"vender, ser vendido",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser vendido'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σαλευθήσονται,4531,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão sacudidos,"eles(as) serão sacudidos, serão movidos, serão perturbados",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão sacudidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
στραφεῖσα,4762,V-APP-NFS,Verbo - Aoristo Particípio Passiva - Nominativo Feminino Singular,tendo se virado,"tendo se virado, tendo se voltado, tendo se convertido",passiva_a_confirmar,revisar,"'V-APP-NFS' é passiva, mas a tradução não explicita claramente a passiva: 'tendo se virado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐστράφη,4762,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,se virado,"ele(a) foi virado, foi voltado, foi convertido",passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'se virado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σωθήσῃ,4982,V-FIP-2S,Verbo - Futuro Indicativo Passiva - 2ª Pessoa Singular,serás salvo,tu serás salvo,passiva_a_confirmar,revisar,"'V-FIP-2S' é passiva, mas a tradução não explicita claramente a passiva: 'serás salvo'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σωθῇ,4982,V-ASP-3S,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Singular,seja salvo,ele(a) seja salvo,passiva_a_confirmar,revisar,"'V-ASP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'seja salvo'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σωθῶσιν,4982,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam salvos,eles(as) sejam salvos,passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam salvos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
χάρητε,5463,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,alegrem-se,alegrem-se,passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'alegrem-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐχάρη,5463,V-AIP-3S,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Singular,alegrem-se,alegrem-se,passiva_a_confirmar,revisar,"'V-AIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'alegrem-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐχάρην,5463,V-AIP-1S,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Singular,alegrem-se,alegrem-se,passiva_a_confirmar,revisar,"'V-AIP-1S' é passiva, mas a tradução não explicita claramente a passiva: 'alegrem-se'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
χορτασθῆναι,5526,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser alimentado(a),"ser alimentado(a), preenchido(a), satisfeito(a)",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser alimentado(a)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἠγοράσθητε,59,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes comprados,"vós fostes comprados, fostes resgatados",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes comprados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἀλλαγησόμεθα,236,V-FIP-1P,Verbo - Futuro Indicativo Passiva - 1ª Pessoa Plural,seremos mudados,"nós seremos mudado, seremos trocado, seremos transformado",passiva_a_confirmar,revisar,"'V-FIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'seremos mudados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἀνακλιθήσονται,347,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,se reclinarão,"eles(as) reclinar-se-ão, assentarão",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'se reclinarão'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἀνεστράφημέν,390,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos conduzidos,"nós fomos conduzido, fomos vivido, fomos comportado, fomos voltado, fomos derrubado.",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos conduzidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἀνταποδοθήσεται,467,V-FIP-3S,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Singular,será retribuído,"ele(a) será retribuído, será recompensado, será rendido, será retribuído.",passiva_a_confirmar,revisar,"'V-FIP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'será retribuído'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἀπολυθέντες,630,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido liberados,"tendo sido liberados, tendo sido despedidos, tendo sido mandados embora, tendo sido divorciados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido liberados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
βαπτισθέντες,907,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido submergidos,"tendo sido submergidos, batizados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido submergidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
βασανισθήσονται,928,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão torturados,eles(as) serão torturados,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão torturados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
γενηθέντες,1096,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido tornados,"tendo sido tornados, tendo sido vindos a ser, tendo sido acontecidos, tendo sido sidos feito",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido tornados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
διασκορπισθήσονται,1287,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão espalhados,"eles(as) serão espalhados, serão dispersos",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão espalhados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
διασπαρέντες,1289,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido espalhados,"tendo sido espalhados, tendo sido dispersados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido espalhados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
διεσώθησαν,1295,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram salvos,eles(as) foram salvos,passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram salvos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
διαταχθέντα,1299,V-APP-ANP,Verbo - Aoristo Particípio Passiva - Acusativo Neutro Plural,tendo sido organizados,"tendo sido organizados, tendo sido ordenados, tendo sido comandados, tendo sido dirigidos",passiva_a_confirmar,revisar,"'V-APP-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido organizados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐδόθησαν,1325,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram dados,"eles(as) foram dado, foram concedido, foram doado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram dados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
δικαιωθῶμεν,1344,V-ASP-1P,Verbo - Aoristo Subjuntivo Passiva - 1ª Pessoa Plural,sejamos justificados,"nós sejamos justificado, sejamos declarado justo, sejamos absolvido",passiva_a_confirmar,revisar,"'V-ASP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'sejamos justificados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἠδυνήθημεν,1410,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,somos capazes,"nós somos capazes, temos poder",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'somos capazes'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐγερθέντι,1453,V-APP-DMS,Verbo - Aoristo Particípio Passiva - Dativo Masculino Singular,tendo se levantado,"ao tendo se levantado, tendo despertado",passiva_a_confirmar,revisar,"'V-APP-DMS' é passiva, mas a tradução não explicita claramente a passiva: 'tendo se levantado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἠγέρθησαν,1453,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram levantados,"eles(as) foram levantado, foram despertado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram levantados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐξετράπησαν,1624,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram desviados,"eles(as) foram desviado, foram evitado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram desviados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐλευθερωθέντες,1659,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido libertados,tendo sido libertados,passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido libertados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐνευλογηθήσονται,1757,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão abençoados,eles(as) serão abençoados,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão abençoados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
εὑρέθησαν,2147,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram encontrados,"eles(as) foram encontrado, foram descoberto, foram obtido",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram encontrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
θεαθῆναι,2300,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser notado,"ser contemplado, ser notado",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser notado'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἰάθητε,2390,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes curados,"vós fostes curado, fostes restaurado",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes curados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
σταθέντες,2476,V-APP-NMP,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Plural,tendo sido colocados,"tendo sido colocados, tendo sido posicionados, tendo sido sidos colocado, tendo sido permanecidos, tendo sido ficados de pé, tendo sido parados",passiva_a_confirmar,revisar,"'V-APP-NMP' é passiva, mas a tradução não explicita claramente a passiva: 'tendo sido colocados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκαθαρίσθησαν,2511,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram limpos,"eles(as) foram limpos, foram purificados",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram limpos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κληθήσονται,2564,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão chamados,"eles(as) serão chamados, serão nomeados, serão convidados",passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão chamados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
κληθῆτε,2564,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais chamados,"vós sejais chamado, sejais nomeado, sejais convidado",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais chamados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
καταλυθῇ,2647,V-ASP-3S,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Singular,seja destruído,"ele(a) seja destruído, seja dissolvido, seja derrubado, seja abolido",passiva_a_confirmar,revisar,"'V-ASP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'seja destruído'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐκρίθησαν,2919,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram julgados,"eles(as) foram julgado, foram decidido, foram determinado",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram julgados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
μεταμεληθεὶς,3338,V-APP-NMS,Verbo - Aoristo Particípio Passiva - Nominativo Masculino Singular,tendo se arrependido,"tendo se arrependido, tendo mudado de ideia",passiva_a_confirmar,revisar,"'V-APP-NMS' é passiva, mas a tradução não explicita claramente a passiva: 'tendo se arrependido'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
μιανθῶσιν,3392,V-ASP-3P,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Plural,sejam manchados,"eles(as) sejam manchados, sejam contaminados, sejam poluídos",passiva_a_confirmar,revisar,"'V-ASP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'sejam manchados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
μνήσθητε,3403,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois lembrados,"vós sois lembrados, sois estado atento",passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sois lembrados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
μωρανθῇ,3471,V-ASP-3S,Verbo - Aoristo Subjuntivo Passiva - 3ª Pessoa Singular,se torne insípido,"que ele(a) se torne tolo, insensato, insípido",passiva_a_confirmar,revisar,"'V-ASP-3S' é passiva, mas a tradução não explicita claramente a passiva: 'se torne insípido'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
παρεκλήθημεν,3870,V-AIP-1P,Verbo - Aoristo Indicativo Passiva - 1ª Pessoa Plural,fomos encorajados,"nós fomos encorajados, fomos exortados, fomos confortados, lit. fomos chamados para o lado",passiva_a_confirmar,revisar,"'V-AIP-1P' é passiva, mas a tradução não explicita claramente a passiva: 'fomos encorajados'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
ἐπείσθησαν,3982,V-AIP-3P,Verbo - Aoristo Indicativo Passiva - 3ª Pessoa Plural,foram persuadidos,"eles(as) foram persuadido, foram convencido, foram confiado, foram tido confiança",passiva_a_confirmar,revisar,"'V-AIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'foram persuadidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πειρασθῆναι,3985,V-ANP,Verbo - Aoristo Infinitivo Passiva,ser testado(a),"ser testado, tentado, examinado",passiva_a_confirmar,revisar,"'V-ANP' é passiva, mas a tradução não explicita claramente a passiva: 'ser testado(a)'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
πληρωθῆτε,4137,V-ASP-2P,Verbo - Aoristo Subjuntivo Passiva - 2ª Pessoa Plural,sejais preenchidos,"vós sejais preenchido, sejais completado, sejais cumprido",passiva_a_confirmar,revisar,"'V-ASP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sejais preenchidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συνχάρητέ,4796,V-AMP-2P,Verbo - Aoristo Imperativo Passiva - 2ª Pessoa Plural,sois alegrados com,vós sois alegrado com,passiva_a_confirmar,revisar,"'V-AMP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'sois alegrados com'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συναχθήσονται,4863,V-FIP-3P,Verbo - Futuro Indicativo Passiva - 3ª Pessoa Plural,serão reunidos,eles(as) serão reunidos,passiva_a_confirmar,revisar,"'V-FIP-3P' é passiva, mas a tradução não explicita claramente a passiva: 'serão reunidos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
συνηγέρθητε,4891,V-AIP-2P,Verbo - Aoristo Indicativo Passiva - 2ª Pessoa Plural,fostes criados juntos,"vós fostes criado juntos, fostes despertado juntos",passiva_a_confirmar,revisar,"'V-AIP-2P' é passiva, mas a tradução não explicita claramente a passiva: 'fostes criados juntos'.","Confirmar se a glossa pretende particípio, adjetivo verbal ou construção passiva completa."
