grego;strongs;campo;palavra_suspeita;texto_contexto;sugestao;decisao
Γὼγ;1136;traducao;gogue;Gogue;REVISAR MANUALMENTE;Gogue
Γὼγ;1136;pt;gogue;Gogue;REVISAR MANUALMENTE;Gogue
Δαυίδ;1138;traducao;davi;Davi;Davi;Davi
Δαυίδ;1138;pt;davi;Davi;Davi;Davi
Δαλμανουθά;1148;traducao;dalmanuta;Dalmanuta;REVISAR MANUALMENTE;Dalmanuta
Δαλμανουθά;1148;pt;dalmanuta;Dalmanuta;REVISAR MANUALMENTE;Dalmanuta
Δαλματίαν;1149;traducao;dalmácia;Dalmácia;REVISAR MANUALMENTE;Dalmácia
Δαλματίαν;1149;pt;dalmácia;Dalmácia;REVISAR MANUALMENTE;Dalmácia
Δάμαρις;1152;traducao;damares;Damares;REVISAR MANUALMENTE;Damares
Δάμαρις;1152;pt;damares;Damares;REVISAR MANUALMENTE;Damares
Δανιὴλ;1158;traducao;daniel;Daniel;REVISAR MANUALMENTE;Daniel
Δανιὴλ;1158;pt;daniel;Daniel;REVISAR MANUALMENTE;Daniel
ἐδειγμάτισεν;1165;traducao;expeu;ele(a) deu exemplo público, expeu, desonrou;REVISAR MANUALMENTE;expôs
Δεκαπόλει;1179;traducao;decápoli;à Decápoli;REVISAR MANUALMENTE;Decápolis
Δεκαπόλει;1179;pt;decápoli;à Decápoli;REVISAR MANUALMENTE;Decápolis
Δεκαπόλεως;1179;traducao;decápolis;de Decápolis;REVISAR MANUALMENTE;Decápolis
Δεκαπόλεως;1179;pt;decápolis;de Decápolis;REVISAR MANUALMENTE;Decápolis
Δερβαῖος;1190;traducao;derbean;derbean;REVISAR MANUALMENTE;derbeano
Δερβαῖος;1190;pt;derbean;derbean;REVISAR MANUALMENTE;derbeano
Δέρβην;1191;traducao;derbe;Derbe;REVISAR MANUALMENTE;Derbe
Δέρβην;1191;pt;derbe;Derbe;REVISAR MANUALMENTE;Derbe
Δημᾶς;1214;traducao;demas;Demas;REVISAR MANUALMENTE;Demas
Δημᾶς;1214;pt;demas;Demas;REVISAR MANUALMENTE;Demas
Δημητρίῳ;1216;traducao;demétrio;ao Demétrio;REVISAR MANUALMENTE;Demétrio
Δημητρίῳ;1216;pt;demétrio;ao Demétrio;REVISAR MANUALMENTE;Demétrio
Δημήτριος;1216;traducao;demétrio;Demétrio;REVISAR MANUALMENTE;Demétrio
Δημήτριος;1216;pt;demétrio;Demétrio;REVISAR MANUALMENTE;Demétrio
διασείσητε;1286;pt;extorquais;extorquais;REVISAR MANUALMENTE;
διασείσητε;1286;traducao;extorquais;vós extorquais, sacudais violentamente, intimideis;REVISAR MANUALMENTE;
Διοσκούροις;1359;traducao;dióscuros;aos dióscuros;REVISAR MANUALMENTE;gêmeos
Διοσκούροις;1359;pt;dióscuros;aos dióscuros;REVISAR MANUALMENTE;gêmeos
Διοτρέφης;1361;traducao;diótrefe;diótrefe;REVISAR MANUALMENTE;Diótrofes
Διοτρέφης;1361;pt;diótrefe;diótrefe;REVISAR MANUALMENTE;Diótrofes
Δρουσίλλῃ;1409;traducao;drusila;à Drusila;REVISAR MANUALMENTE;Drusila
Δρουσίλλῃ;1409;pt;drusila;à Drusila;REVISAR MANUALMENTE;Drusila
Ἔβερ;1443;traducao;éber;Éber;REVISAR MANUALMENTE;Éber
Ἔβερ;1443;pt;éber;Éber;REVISAR MANUALMENTE;Éber
ἐβραΐδι;1446;traducao;hebréia;na língua Hebréia;REVISAR MANUALMENTE;
ἐβραΐδι;1446;pt;hebréia;na língua Hebréia;REVISAR MANUALMENTE;
ἐγκρατῆ;1468;traducao;autocontrolado;autocontrolado;REVISAR MANUALMENTE;autocontrolado
ἐγκρατῆ;1468;pt;autocontrolado;autocontrolado;REVISAR MANUALMENTE;autocontrolado
ἐγχρίσῃ;1472;traducao;esfrege;ele(a) unja, esfrege;REVISAR MANUALMENTE;esfregue
Ἑζεκίαν;1478;traducao;ezequio;ezequio;REVISAR MANUALMENTE;Ezequias
Ἑζεκίαν;1478;pt;ezequio;ezequio;REVISAR MANUALMENTE;Ezequias
Ἑζεκίας;1478;traducao;ezequio;ezequio;REVISAR MANUALMENTE;Ezequias
Ἑζεκίας;1478;pt;ezequio;ezequio;REVISAR MANUALMENTE;Ezequias
ἐθνάρχης;1481;traducao;etnarco;etnarco;REVISAR MANUALMENTE;etnarca
ἐθνάρχης;1481;pt;etnarco;etnarco;REVISAR MANUALMENTE;etnarca
εἰώθει;1486;traducao;estara;ele(a) estara acostumado;estará;estará
εἰώθει;1486;pt;estara;estara acostumado;estará;estará
εἰδῶμεν;1492;traducao;vêssemos;nós vêssemos, soubéssemos, percebêssemos, estivéssemos atento;REVISAR MANUALMENTE;víssemos
εἰδῶμεν;1492;pt;vêssemos;vêssemos;REVISAR MANUALMENTE;víssemos
εἰδωλολάτραις;1496;traducao;idólatros;aos idólatros;REVISAR MANUALMENTE;idólatras
εἰδωλολάτραις;1496;pt;idólatros;aos idólatros;REVISAR MANUALMENTE;idólatras
εἰδωλολάτρης;1496;traducao;idólatro;idólatro;REVISAR MANUALMENTE;idólatra
εἰδωλολάτρης;1496;pt;idólatro;idólatro;REVISAR MANUALMENTE;idólatra
ἐξέδοτο;1554;traducao;entrege;ele(a) desista, entrege;REVISAR MANUALMENTE;entregue
ἐκκαθάρῃ;1571;traducao;purge;ele(a) limpe completamente, purge, purifique;REVISAR MANUALMENTE;purgue
ἐκλογὴ;1589;traducao;eleiçõe;eleiçõe;eleições;eleições
ἐκλογὴ;1589;pt;eleiçõe;eleiçõe;eleições;eleições
ἐκπίπτει;1601;pt;cae;cae;REVISAR MANUALMENTE;cai
ἐκπέσωσιν;1601;traducao;perdam;eles(as) caiam, falhem, perdam, caiam fora.;REVISAR MANUALMENTE;percam
ἐκπέσωμεν;1601;traducao;perdamos;nós caiamos, falhemos, perdamos, caiamos fora.;REVISAR MANUALMENTE;percamos
ἐκπέσητε;1601;traducao;perdais;vós caiais, falheis, perdais, caiais fora.;REVISAR MANUALMENTE;percais
ἐξέθεντο;1620;traducao;experam;eles(as) experam, explicaram, declararam;REVISAR MANUALMENTE;expuseram
ἐξέθεντο;1620;pt;experam;experam;REVISAR MANUALMENTE;expuseram
ἐκτεθέντος;1620;pt;expido;tendo sido expido;REVISAR MANUALMENTE;exposto
ἐκτεθέντα;1620;pt;expido;tendo sido expido;REVISAR MANUALMENTE;exposto
ἐκτεθέντος;1620;traducao;expido;tendo sido expido, tendo sido explicado, tendo sido declarado;REVISAR MANUALMENTE;exposto
ἐκτεθέντα;1620;traducao;expido;tendo sido expido, tendo sido explicado, tendo sido declarado;REVISAR MANUALMENTE;exposto
Ἐλαμῖται;1639;traducao;elamitos;elamitos;REVISAR MANUALMENTE;elamitas
Ἐλαμῖται;1639;pt;elamitos;elamitos;REVISAR MANUALMENTE;elamitas
ἠλάττωσας;1642;traducao;diminuiste;tu fizeste menos, diminuiste, foste inferior;REVISAR MANUALMENTE;diminuíste
Ἐλεάζαρ;1648;traducao;eleazar;Eleazar;REVISAR MANUALMENTE;Eleazar
Ἐλεάζαρ;1648;pt;eleazar;Eleazar;REVISAR MANUALMENTE;Eleazar
ἐλέγχει;1651;traducao;expe;ele(a) condena, reprova, expe, refuta, corrige;REVISAR MANUALMENTE;expõe
ἐλέγχεται;1651;traducao;expe;ele(a) condena, reprova, expe, refuta, corrige;REVISAR MANUALMENTE;expõe
ἐλέγξει;1651;traducao;experá;ele(a) condenará, reprovará, experá, refutará, corrigirá;REVISAR MANUALMENTE;exporá
ἐλεγχθῇ;1651;traducao;expido;ele(a) seja condenado, seja reprovado, seja expido, seja refutado, seja corrigido;REVISAR MANUALMENTE;exposto
ἐλέγχω;1651;traducao;expo;eu condeno, reprovo, expo, refuto, corrijo;REVISAR MANUALMENTE;exponho
ἔλεγχε;1651;traducao;expe;tu condena, reprova, expe, refuta, corrige;REVISAR MANUALMENTE;expõe
ἔλεγξον;1651;traducao;expe;tu condena, reprova, expe, refuta, corrige;REVISAR MANUALMENTE;expõe
ἐλέγχετε;1651;traducao;expei;vós condenai, reprovai, expei, refutai, corrigi;REVISAR MANUALMENTE;expõe
Ἐλιακίμ;1662;traducao;eliaquim;Eliaquim;REVISAR MANUALMENTE;Eliaquim
Ἐλιακίμ;1662;pt;eliaquim;Eliaquim;REVISAR MANUALMENTE;Eliaquim
Ἐλιακείμ;1662;traducao;eliaquim;Eliaquim;REVISAR MANUALMENTE;Eliaquim
Ἐλιακείμ;1662;pt;eliaquim;Eliaquim;REVISAR MANUALMENTE;Eliaquim
Ἐλιέζερ;1663;traducao;eliézer;Eliézer;REVISAR MANUALMENTE;Eliézer
Ἐλιέζερ;1663;pt;eliézer;Eliézer;REVISAR MANUALMENTE;Eliézer
Ἐλιούδ;1664;traducao;eliud;eliud;REVISAR MANUALMENTE;Eliúde
Ἐλιούδ;1664;pt;eliud;eliud;REVISAR MANUALMENTE;Eliúde
Ἐλισάβετ;1665;pt;elisabete;Elisabete;Elisabete;Elisabete
Ἐλισάβετ;1665;traducao;elisabete;Isabel ou Elisabete;Elisabete;Elisabete
Ἐλισαίου;1666;traducao;eliseu;do Eliseu;REVISAR MANUALMENTE;Eliseu
Ἐλισαίου;1666;pt;eliseu;do Eliseu;REVISAR MANUALMENTE;Eliseu
ἐλισσαίου;1666;traducao;eliseu;do Eliseu;REVISAR MANUALMENTE;Eliseu
ἐλισσαίου;1666;pt;eliseu;do Eliseu;REVISAR MANUALMENTE;Eliseu
Ἑλλάδα;1671;traducao;grécia;Grécia;REVISAR MANUALMENTE;Grécia
Ἑλλάδα;1671;pt;grécia;Grécia;REVISAR MANUALMENTE;Grécia
Ἐλμαδάμ;1678;traducao;elmadam;elmadam;REVISAR MANUALMENTE;Elmadã
Ἐλμαδάμ;1678;pt;elmadam;elmadam;REVISAR MANUALMENTE;Elmadã
ἐλμωδάμ;1678;traducao;elmadam;elmadam;REVISAR MANUALMENTE;Elmadã
ἐλμωδάμ;1678;pt;elmadam;elmadam;REVISAR MANUALMENTE;Elmadã
Ἐλύμας;1681;traducao;elimo;elimo;REVISAR MANUALMENTE;Elimas
Ἐλύμας;1681;pt;elimo;elimo;REVISAR MANUALMENTE;Elimas
Ἐμμανουήλ;1694;traducao;emanuel;Emanuel;REVISAR MANUALMENTE;Emanuel
Ἐμμανουήλ;1694;pt;emanuel;Emanuel;REVISAR MANUALMENTE;Emanuel
Ἐμμαούς;1695;traducao;emaú;emaú;REVISAR MANUALMENTE;Emaús
Ἐμμαούς;1695;pt;emaú;emaú;REVISAR MANUALMENTE;Emaús
Ἑμμὼρ;1697;traducao;hamor;Hamor;REVISAR MANUALMENTE;Hamor
Ἑμμὼρ;1697;pt;hamor;Hamor;REVISAR MANUALMENTE;Hamor
ἐμμὸρ;1697;traducao;hamor;Hamor;REVISAR MANUALMENTE;Hamor
ἐμμὸρ;1697;pt;hamor;Hamor;REVISAR MANUALMENTE;Hamor
ἐμπλησθῶ;1705;traducao;satisfazido;eu seja preenchido, seja satisfazido, seja cumprido;REVISAR MANUALMENTE;satisfeito
ἐνδόμησις;1739;traducao;edifícia;edifícia;REVISAR MANUALMENTE;edifício
ἐνδόμησις;1739;pt;edifícia;edifícia;REVISAR MANUALMENTE;edifício
ἔνεδρον;1749;traducao;embosçado;embosçado;REVISAR MANUALMENTE;emboscada
ἔνεδρον;1749;pt;embosçado;embosçado;REVISAR MANUALMENTE;emboscada
Ἐνώς;1800;traducao;eno;eno;REVISAR MANUALMENTE;Enos
Ἐνώς;1800;pt;eno;eno;REVISAR MANUALMENTE;Enos
ἐξείλετο;1807;traducao;entrege;ele(a) tire, entrege, resgate;REVISAR MANUALMENTE;entregue
ἐξείλετό;1807;traducao;entrege;ele(a) tire, entrege, resgate;REVISAR MANUALMENTE;entregue
ἐξειλόμην;1807;traducao;tir;eu Tir, entreg, resgat;REVISAR MANUALMENTE;tire
ἐξειλόμην;1807;traducao;entreg;eu Tir, entreg, resgat;REVISAR MANUALMENTE;entregue
ἐξειλόμην;1807;traducao;resgat;eu Tir, entreg, resgat;REVISAR MANUALMENTE;resgate
ἐξειλόμην;1807;pt;tir;Tir;REVISAR MANUALMENTE;tirai
ἐξάρατε;1808;traducao;destrui;vós tirai, removei, levantai, destrui.;REVISAR MANUALMENTE;destruí
ἐξορκιστῶν;1845;traducao;exorcistos;dos exorcistos;REVISAR MANUALMENTE;exorcistas
ἐξορκιστῶν;1845;pt;exorcistos;dos exorcistos;REVISAR MANUALMENTE;exorcistas
ἐπαίνετον;1866;traducao;epineto;epineto;REVISAR MANUALMENTE;Epíneto
ἐπαίνετον;1866;pt;epineto;epineto;REVISAR MANUALMENTE;Epíneto
ἐπαναπαύσεται;1879;pt;desçansará;desçansará;REVISAR MANUALMENTE;descansará
ἐπαναπαύσεται;1879;traducao;desçansará;ele(a) desçansará, se estabelecerá, confiará em;REVISAR MANUALMENTE;descansará
Ἐπαφρᾶ;1889;traducao;epafro;do Epafro;REVISAR MANUALMENTE;Epafro
Ἐπαφρᾶ;1889;pt;epafro;do Epafro;REVISAR MANUALMENTE;Epafro
Ἐπαφρᾶς;1889;traducao;epafro;Epafro;REVISAR MANUALMENTE;Epafro
Ἐπαφρᾶς;1889;pt;epafro;Epafro;REVISAR MANUALMENTE;Epafro
Ἐπαφροδίτου;1891;traducao;epafrodito;do Epafrodito;REVISAR MANUALMENTE;Epafrodito
Ἐπαφροδίτου;1891;pt;epafrodito;do Epafrodito;REVISAR MANUALMENTE;Epafrodito
Ἐπαφρόδιτον;1891;traducao;epafrodito;Epafrodito;REVISAR MANUALMENTE;Epafrodito
Ἐπαφρόδιτον;1891;pt;epafrodito;Epafrodito;REVISAR MANUALMENTE;Epafrodito
ἐπέβην;1910;traducao;embarcei;eu segui, embarcei, pisei;REVISAR MANUALMENTE;embarquei
Ἐπικουρείων;1946;traducao;epicuristos;dos epicuristos;REVISAR MANUALMENTE;epicureus
Ἐπικουρείων;1946;pt;epicuristos;dos epicuristos;REVISAR MANUALMENTE;epicureus
ἐπιμείνῃς;1961;traducao;permaneca;ele(a) permaneca, continue, persista, fique;REVISAR MANUALMENTE;permaneça
ἐπιμείνωσιν;1961;traducao;permanecam;eles(as) permanecam, continuem, persistam, fiquem;REVISAR MANUALMENTE;permaneçam
ἐπιμείνῃς;1961;pt;permaneca;permaneca;REVISAR MANUALMENTE;permaneça
ἐπιμείνωσιν;1961;pt;permanecam;permanecam;REVISAR MANUALMENTE;permaneçam
ἐπιούσῃ;1966;traducao;lit;seguinte, lit. seguindo, vindo a seguir;;
ἐπισκηνώσῃ;1981;traducao;tabernaculize;ele(a) habite, tabernaculize, cobra;REVISAR MANUALMENTE;
ἐπέφερον;2018;traducao;impiam;eles(as) traziam, infligiam, impiam;REVISAR MANUALMENTE;impunham
Ἔραστος;2037;traducao;erasto;Erasto;REVISAR MANUALMENTE;Erasto
Ἔραστος;2037;pt;erasto;Erasto;REVISAR MANUALMENTE;Erasto
Ἔραστον;2037;traducao;erasto;Erasto;REVISAR MANUALMENTE;Erasto
Ἔραστον;2037;pt;erasto;Erasto;REVISAR MANUALMENTE;Erasto
ἑρμᾶν;2057;traducao;hermo;hermo;REVISAR MANUALMENTE;Hermas
ἑρμᾶν;2057;pt;hermo;hermo;REVISAR MANUALMENTE;Hermas
Ἑρμῆν;2060;traducao;herme;herme;REVISAR MANUALMENTE;Hermes
Ἑρμῆν;2060;pt;herme;herme;REVISAR MANUALMENTE;Hermes
Ἑρμογένης;2061;traducao;hermógene;hermógene;REVISAR MANUALMENTE;Hermógenes
Ἑρμογένης;2061;pt;hermógene;hermógene;REVISAR MANUALMENTE;Hermógenes
ἐσθήσεσιν;2066;traducao;vestuárias;às vestuárias;REVISAR MANUALMENTE;vestes
ἐσθήσεσιν;2066;pt;vestuárias;às vestuárias;REVISAR MANUALMENTE;vestes
Ἑσλὶ;2069;traducao;hesli;hesli;REVISAR MANUALMENTE;Hesli
Ἑσλὶ;2069;pt;hesli;hesli;REVISAR MANUALMENTE;Hesli
Ἑσρώμ;2074;traducao;esrom;Esrom;REVISAR MANUALMENTE;Esrom
Ἑσρώμ;2074;pt;esrom;Esrom;REVISAR MANUALMENTE;Esrom
ἑτερογλώσσοις;2084;traducao;des;aos des outra língua;REVISAR MANUALMENTE;de
ἑτερογλώσσοις;2084;pt;des;aos des outra língua;REVISAR MANUALMENTE;de
εὐαγγελιστοῦ;2099;traducao;evangelisto;do evangelisto;REVISAR MANUALMENTE;evangelista
εὐαγγελιστοῦ;2099;pt;evangelisto;do evangelisto;REVISAR MANUALMENTE;evangelista
εὐαγγελιστάς;2099;traducao;evangelistos;evangelistos;REVISAR MANUALMENTE;evangelistas
εὐαγγελιστάς;2099;pt;evangelistos;evangelistos;REVISAR MANUALMENTE;evangelistas
εὔβουλος;2103;traducao;êubulo;Êubulo;REVISAR MANUALMENTE;Êubulo
εὔβουλος;2103;pt;êubulo;Êubulo;REVISAR MANUALMENTE;Êubulo
εὐνίκῃ;2131;traducao;eunice;à Eunice;REVISAR MANUALMENTE;Eunice
εὐνίκῃ;2131;pt;eunice;à Eunice;REVISAR MANUALMENTE;Eunice
εὐοδίαν;2136;traducao;euódia;Euódia;REVISAR MANUALMENTE;Evódia
εὐοδίαν;2136;pt;euódia;Euódia;REVISAR MANUALMENTE;Evódia
εὕρῃς;2147;traducao;obtas;tu encontres, descobras, obtas;REVISAR MANUALMENTE;obtenhas
εὐρακύλων;2148;traducao;euroclydon;euroclydon;REVISAR MANUALMENTE;Euráquilo
εὐρακύλων;2148;pt;euroclydon;euroclydon;REVISAR MANUALMENTE;Euráquilo
εὐροκλύδων;2148;traducao;euroclydon;euroclydon;REVISAR MANUALMENTE;Euráquilo
εὐροκλύδων;2148;pt;euroclydon;euroclydon;REVISAR MANUALMENTE;Euráquilo
εὔτυχος;2161;traducao;êutico;Êutico;REVISAR MANUALMENTE;Êutico
εὔτυχος;2161;pt;êutico;Êutico;REVISAR MANUALMENTE;Êutico
εὐφράτῃ;2166;traducao;eufrate;ao Eufrate;REVISAR MANUALMENTE;Eufrates
εὐφράτῃ;2166;pt;eufrate;ao Eufrate;REVISAR MANUALMENTE;Eufrates
εὐφράτην;2166;traducao;eufrate;Eufrate;REVISAR MANUALMENTE;Eufrate
εὐφράτην;2166;pt;eufrate;Eufrate;REVISAR MANUALMENTE;Eufrate
εὐχὴ;2171;traducao;oraçõe;oraçõe;orações;orações
εὐχὴ;2171;pt;oraçõe;oraçõe;orações;orações
Ἐφέσῳ;2181;traducao;éfeso;a Éfeso;Éfeso;Éfeso
Ἐφέσῳ;2181;pt;éfeso;a Éfeso;Éfeso;Éfeso
Ἐφέσου;2181;traducao;éfesa;da éfesa;REVISAR MANUALMENTE;Éfeso
Ἐφέσου;2181;pt;éfesa;da éfesa;REVISAR MANUALMENTE;Éfeso
Ἔφεσον;2181;traducao;éfeso;Éfeso;Éfeso;Éfeso
Ἔφεσον;2181;pt;éfeso;Éfeso;Éfeso;Éfeso
Ἐφραὶμ;2187;traducao;efraim;Efraim;REVISAR MANUALMENTE;Efraim
Ἐφραὶμ;2187;pt;efraim;Efraim;REVISAR MANUALMENTE;Efraim
Ζαβουλὼν;2194;traducao;zebulon;Zebulon;REVISAR MANUALMENTE;Zebulon
Ζαβουλὼν;2194;pt;zebulon;Zebulon;REVISAR MANUALMENTE;Zebulon
Ζακχαῖος;2195;traducao;zaqueu;Zaqueu;REVISAR MANUALMENTE;Zaqueu
Ζακχαῖος;2195;pt;zaqueu;Zaqueu;REVISAR MANUALMENTE;Zaqueu
Ζακχαῖε;2195;traducao;zaqueu;Zaqueu;REVISAR MANUALMENTE;Zaqueu
Ζακχαῖε;2195;pt;zaqueu;Zaqueu;REVISAR MANUALMENTE;Zaqueu
Ζαρὰ;2196;traducao;zaro;zaro;REVISAR MANUALMENTE;Zara
Ζαρὰ;2196;pt;zaro;zaro;REVISAR MANUALMENTE;Zara
Ζαχαρίου;2197;traducao;zacarias;de Zacarias;REVISAR MANUALMENTE;Zacarias
Ζαχαρίου;2197;pt;zacarias;de Zacarias;REVISAR MANUALMENTE;Zacarias
Ζαχαρίας;2197;traducao;zacarias;Zacarias;REVISAR MANUALMENTE;Zacarias
Ζαχαρίας;2197;pt;zacarias;Zacarias;REVISAR MANUALMENTE;Zacarias
Ζαχαρίαν;2197;traducao;zacario;zacario;REVISAR MANUALMENTE;Zacarias
Ζαχαρίαν;2197;pt;zacario;zacario;REVISAR MANUALMENTE;Zacarias
Ζαχαρία;2197;traducao;zacario;zacario;REVISAR MANUALMENTE;Zacarias
Ζαχαρία;2197;pt;zacario;zacario;REVISAR MANUALMENTE;Zacarias
Ζεβεδαίου;2199;traducao;zebedeu;de Zebedeu;Zebedeu;Zebedeu
Ζεβεδαίου;2199;pt;zebedeu;de Zebedeu;Zebedeu;Zebedeu
Ζεβεδαῖον;2199;traducao;zebedeu;Zebedeu;Zebedeu;Zebedeu
Ζεβεδαῖον;2199;pt;zebedeu;Zebedeu;Zebedeu;Zebedeu
Διὸς;2203;traducao;zeu;do Zeu;REVISAR MANUALMENTE;Zeus
Διὸς;2203;pt;zeu;do Zeu;REVISAR MANUALMENTE;Zeus
Ζοροβάβελ;2216;traducao;zorobabel;Zorobabel;REVISAR MANUALMENTE;Zorobabel
Ζοροβάβελ;2216;pt;zorobabel;Zorobabel;REVISAR MANUALMENTE;Zorobabel
ηλι;2241;traducao;eli;eli;REVISAR MANUALMENTE;Eli
ηλι;2241;pt;eli;eli;REVISAR MANUALMENTE;Eli
Ἠλίᾳ;2243;traducao;elias;a Elias;Elias;Elias
Ἠλίᾳ;2243;pt;elias;a Elias;Elias;Elias
Ἠλίου;2243;traducao;elio;do elio;REVISAR MANUALMENTE;Elias
Ἠλίου;2243;pt;elio;do elio;REVISAR MANUALMENTE;Elias
Ἠλίας;2243;traducao;elias;Elias;Elias;Elias
Ἠλίας;2243;pt;elias;Elias;Elias;Elias
Ἠλίαν;2243;traducao;elias;Elias;Elias;Elias
Ἠλίαν;2243;pt;elias;Elias;Elias;Elias
Ἡρῴδῃ;2264;traducao;herodes;a Herodes;Herodes;Herodes
Ἡρῴδῃ;2264;pt;herodes;a Herodes;Herodes;Herodes
Ἡρῴδου;2264;traducao;herodes;de Herodes;Herodes;Herodes
Ἡρῴδου;2264;pt;herodes;de Herodes;Herodes;Herodes
Ἡρῴδης;2264;traducao;herodes;Herodes;Herodes;Herodes
Ἡρῴδης;2264;pt;herodes;Herodes;Herodes;Herodes
Ἡρῴδην;2264;traducao;herodes;Herodes;Herodes;Herodes
Ἡρῴδην;2264;pt;herodes;Herodes;Herodes;Herodes
Ἡρῳδιάδος;2266;traducao;herodias;de Herodias;REVISAR MANUALMENTE;Herodias
Ἡρῳδιάδος;2266;pt;herodias;de Herodias;REVISAR MANUALMENTE;Herodias
Ἡρῳδιάδα;2266;traducao;herodias;Herodias;REVISAR MANUALMENTE;Herodias
Ἡρῳδιάδα;2266;pt;herodias;Herodias;REVISAR MANUALMENTE;Herodias
Ἡρῳδιὰς;2266;traducao;herodias;Herodias;REVISAR MANUALMENTE;Herodias
Ἡρῳδιὰς;2266;pt;herodias;Herodias;REVISAR MANUALMENTE;Herodias
ἡρῳδίωνα;2267;traducao;herodião;herodião;REVISAR MANUALMENTE;Herodião
ἡρῳδίωνα;2267;pt;herodião;herodião;REVISAR MANUALMENTE;Herodião
Ἠσαίᾳ;2268;traducao;isaío;ao isaío;REVISAR MANUALMENTE;Isaías
Ἠσαίᾳ;2268;pt;isaío;ao isaío;REVISAR MANUALMENTE;Isaías
Ἠσαίου;2268;traducao;isaías;de Isaías;Isaías;Isaías
Ἠσαίου;2268;pt;isaías;de Isaías;Isaías;Isaías
Ἠσαίας;2268;traducao;isaías;Isaías;Isaías;Isaías
Ἠσαίας;2268;pt;isaías;Isaías;Isaías;Isaías
Ἠσαίαν;2268;traducao;isaío;isaío;REVISAR MANUALMENTE;Isaías
Ἠσαίαν;2268;pt;isaío;isaío;REVISAR MANUALMENTE;Isaías
Ἠσαῦ;2269;traducao;esaú;Esaú;REVISAR MANUALMENTE;Esaú
Ἠσαῦ;2269;pt;esaú;Esaú;REVISAR MANUALMENTE;Esaú
Θαδδαῖον;2280;traducao;tadeu;Tadeu;REVISAR MANUALMENTE;Tadeu
Θαδδαῖον;2280;pt;tadeu;Tadeu;REVISAR MANUALMENTE;Tadeu
Θαδδαῖος;2280;traducao;tadeu;Tadeu;REVISAR MANUALMENTE;Tadeu
Θαδδαῖος;2280;pt;tadeu;Tadeu;REVISAR MANUALMENTE;Tadeu
Θάμαρ;2283;traducao;thamar;thamar;REVISAR MANUALMENTE;Tamar
Θάμαρ;2283;pt;thamar;thamar;REVISAR MANUALMENTE;Tamar
Θαρά;2291;traducao;tharo;tharo;REVISAR MANUALMENTE;Tara
Θαρά;2291;pt;tharo;tharo;REVISAR MANUALMENTE;Tara
ἐθαύμασεν;2296;traducao;peu;ele(a) se maravilhou, peu implicação, admirou;REVISAR MANUALMENTE;por
Θεόφιλε;2321;traducao;teófilo;Teófilo;REVISAR MANUALMENTE;Teófilo
Θεόφιλε;2321;pt;teófilo;Teófilo;REVISAR MANUALMENTE;Teófilo
Θεσσαλονίκῃ;2332;traducao;tessalônica;à Tessalônica;REVISAR MANUALMENTE;Tessalônica
Θεσσαλονίκῃ;2332;pt;tessalônica;à Tessalônica;REVISAR MANUALMENTE;Tessalônica
Θεσσαλονίκης;2332;traducao;tessalônica;da Tessalônica;REVISAR MANUALMENTE;Tessalônica
Θεσσαλονίκης;2332;pt;tessalônica;da Tessalônica;REVISAR MANUALMENTE;Tessalônica
Θεσσαλονίκην;2332;traducao;tessalônica;Tessalônica;REVISAR MANUALMENTE;Tessalônica
Θεσσαλονίκην;2332;pt;tessalônica;Tessalônica;REVISAR MANUALMENTE;Tessalônica
Θευδᾶς;2333;traducao;teudo;teudo;REVISAR MANUALMENTE;Teudas
Θευδᾶς;2333;pt;teudo;teudo;REVISAR MANUALMENTE;Teudas
ἐτεθνήκει;2348;traducao;estara;ele(a) morrera, estara morto;estará;estará
τρίχας;2359;traducao;pêlos;cabelos, pêlos;REVISAR MANUALMENTE;
τρίχες;2359;traducao;pêlos;cabelos, pêlos;REVISAR MANUALMENTE;
Θυατείροις;2363;traducao;tiatiros;aos Tiatiros;REVISAR MANUALMENTE;Tiatira
Θυατείροις;2363;pt;tiatiros;aos Tiatiros;REVISAR MANUALMENTE;Tiatira
Θυατείρων;2363;traducao;tiatiros;dos Tiatiros;REVISAR MANUALMENTE;Tiatira
Θυατείρων;2363;pt;tiatiros;dos Tiatiros;REVISAR MANUALMENTE;Tiatira
Θυάτειρα;2363;traducao;tiatiros;Tiatiros;REVISAR MANUALMENTE;Tiatira
Θυάτειρα;2363;pt;tiatiros;Tiatiros;REVISAR MANUALMENTE;Tiatira
θυμοί;2372;traducao;iros;iros;REVISAR MANUALMENTE;iras
θυμοί;2372;pt;iros;iros;REVISAR MANUALMENTE;iras
Ἰάϊρος;2383;traducao;jairo;Jairo;REVISAR MANUALMENTE;Jairo
Ἰάϊρος;2383;pt;jairo;Jairo;REVISAR MANUALMENTE;Jairo
ἰάειρος;2383;traducao;jairo;Jairo;REVISAR MANUALMENTE;Jairo
ἰάειρος;2383;pt;jairo;Jairo;REVISAR MANUALMENTE;Jairo
Ἰακώβ;2384;traducao;jacó;Jacó;Jacó;Jacó
Ἰακώβ;2384;pt;jacó;Jacó;Jacó;Jacó
Ἰακώβῳ;2385;traducao;jame;ao jame;REVISAR MANUALMENTE;Tiago
Ἰακώβῳ;2385;pt;jame;ao jame;REVISAR MANUALMENTE;Tiago
Ἰακώβου;2385;traducao;tiago;de Tiago;Tiago;Tiago
